PERIMETRE_SUPERIOR,APB_ID,NUMERO_PLANTES,US_EDIFICACIO,TIPUS_EDIFICACIO,LIT_DENOMINACIO,DENOMINACIO_TEXT,SEQENTITAT,SW_URN,DENOMINACIO_ANG,PUNT_BASE_ANG
"POLYGON ((2.18745077 41.369297085,2.187452889 41.369308423,2.187467329 41.369306894,2.187476632 41.369356862,2.18746224 41.3693584,2.187463978 41.369367699,2.187459455 41.369371801,2.187490801 41.369538635,2.187496658 41.369541721,2.187505032 41.36958662,2.187500485 41.36959074,2.187532061 41.369757386,2.187537431 41.369760199,2.187540028 41.369774386,2.187554922 41.369772843,2.187564347 41.369822721,2.187549176 41.369824343,2.187550688 41.369832596,2.187350562 41.369853396,2.187349081 41.369845622,2.187338915 41.369846721,2.187329504 41.369796771,2.187339562 41.369795698,2.187336814 41.369781059,2.187340242 41.369777516,2.187268168 41.369391556,2.187263375 41.369388559,2.187261729 41.369379558,2.187251863 41.369380587,2.18724257 41.3693308,2.187252603 41.369329736,2.187250431 41.369317902,2.18745077 41.369297085))","351","2",Magatzem,Edifici principal,Oficines moll Oriental antic magatzem,Oficines moll Oriental antic magatzem,"250541",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ351,-80.5,-0.404
"POLYGON ((2.175195355 41.359859442,2.175170434 41.359821108,2.175153991 41.359795796,2.175133069 41.359763597,2.17510916 41.359726477,2.175096297 41.359706523,2.175049056 41.359632962,2.175035913 41.359612484,2.175027096 41.359598729,2.175013811 41.359578016,2.175000434 41.359557148,2.174974158 41.359516192,2.174948223 41.359475751,2.174935092 41.359455273,2.174900058 41.359400661,2.174875811 41.359362845,2.174850463 41.359323318,2.17482305 41.359280597,2.174793879 41.359235098,2.174768836 41.359196042,2.174706027 41.359098121,2.174701853 41.359091606,2.175017994 41.358976538,2.175057307 41.359037855,2.175083336 41.359078395,2.175106341 41.359114194,2.17513237 41.359154735,2.175154262 41.359188751,2.175180291 41.359229291,2.175207338 41.359271613,2.175233368 41.359312153,2.17525424 41.35934455,2.17528027 41.35938509,2.175301142 41.359417487,2.175327171 41.359458027,2.175347923 41.359490513,2.175373952 41.359531053,2.175394944 41.359563451,2.175420974 41.359603991,2.175441846 41.359636387,2.175452048 41.359652134,2.175508116 41.359742449,2.175500851 41.359744991,2.175488122 41.359749493,2.175450411 41.359763005,2.175253762 41.359837351,2.175227093 41.359847428,2.17520511 41.359855738,2.175195355 41.359859442))","462","14",Magatzem,Edifici principal,Ergransa,Ergransa,"250588",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ462,-58.5,-0.41
"POLYGON ((2.143941716 41.326390152,2.143980178 41.326376656,2.144012942 41.326429747,2.14397448 41.326443234,2.143941716 41.326390152))","568",,Seguretat,Construccio Modular,,,"250611",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ568,,-0.426
"POLYGON ((2.149028454 41.32691621,2.149050293 41.326954231,2.148956795 41.326985877,2.148934284 41.326948077,2.149028454 41.32691621))","618",,Instal·lacions de serveis,Construccio Modular,CAPESA,CAPESA,"250624",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ618,-0.423,-0.423
"POLYGON ((2.148935976 41.345002727,2.14899736 41.344981066,2.149083307 41.345120247,2.148687958 41.34525879,2.148601975 41.345119663,2.148935976 41.345002727))","120","4",Oficines,Edifici principal,Edifici Tercat,Edifici Tercat,"250400",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ120,,-0.423
"POLYGON ((2.151906632 41.332953105,2.151823683 41.332981679,2.151790803 41.332927571,2.151873752 41.332898997,2.151906632 41.332953105))","12","1",Instal·lacions de serveis,Edifici principal,ET-3167,ET-3167,"250337",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12,,-0.422
"POLYGON ((2.156446667 41.347161783,2.156390201 41.347146867,2.156444974 41.347033503,2.156501085 41.347048145,2.156446667 41.347161783))","170","1",Oficines,Edifici principal,,,"250430",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ170,,-0.42
"POLYGON ((2.147847759 41.346843117,2.147861576 41.346828447,2.147881043 41.346838949,2.147867105 41.346853619,2.147847759 41.346843117))","125","1",Magatzem,Edificació secundària o auxiliar,,,"250401",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ125,,-0.424
"POLYGON ((2.145537674 41.340147238,2.145468623 41.340035122,2.14612671 41.339804905,2.146195763 41.339916931,2.145537674 41.340147238))","97","5",Oficines,Edifici principal,Tersaco,Tersaco,"250390",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ97,20,-0.425
"POLYGON ((2.14032141 41.333105829,2.139963397 41.333231064,2.139925142 41.333168356,2.139978556 41.333150559,2.13996558 41.333128574,2.139753116 41.333199949,2.13970764 41.333122955,2.139881453 41.333064532,2.139866722 41.333039652,2.139929383 41.333018501,2.139913246 41.332991448,2.139950339 41.332978844,2.140031967 41.33295117,2.140002382 41.332901677,2.140123985 41.33286034,2.140151234 41.332851085,2.140209704 41.332948713,2.140222669 41.332944306,2.140253206 41.332994076,2.140133631 41.333035699,2.140144161 41.333052892,2.140220635 41.33302635,2.140240758 41.333059198,2.140283498 41.333044294,2.14032141 41.333105829))","68","2",Oficines,Edifici principal,,unset,"250373",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ68,19.3,-0.428
"POLYGON ((2.13982376 41.310954434,2.139858633 41.31097888,2.139838673 41.310995061,2.13980361 41.310970479,2.13982376 41.310954434))","25159536","1",Seguretat,Construccio Modular,,,"250989",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ25159536,,-0.428
"POLYGON ((2.130956128 41.317295537,2.130930905 41.317277629,2.13096258 41.317252277,2.130987803 41.317270185,2.130956128 41.317295537))","20473204",,,Edificació secundària o auxiliar,,,"250928",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ20473204,,-0.432
"POLYGON ((2.157073974 41.340394202,2.157187567 41.340366254,2.157254801 41.340519893,2.15728005 41.340577879,2.157251789 41.34058486,2.157259574 41.34060305,2.157202405 41.340617215,2.157194569 41.340599241,2.157166044 41.340606302,2.15716558 41.340605244,2.157160205 41.340592892,2.157150953 41.340571665,2.157143767 41.340555165,2.157140795 41.340548342,2.157073974 41.340394202))","21232995",,Indeterminat,Edificació secundària o auxiliar,,,"250937",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ21232995,,-0.419
"POLYGON ((2.139457768 41.312733337,2.139457865 41.312733257,2.139460303 41.312734996,2.139477335 41.312747157,2.139486661 41.312753811,2.139525471 41.312781502,2.13946129 41.312832628,2.139393249 41.312784721,2.139457768 41.312733337))","25168162","2",Magatzem,Edificació secundària o auxiliar,,,"250998",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ25168162,,-0.428
"POLYGON ((2.153039628 41.334627218,2.153025817 41.334604687,2.153296532 41.334510206,2.153282956 41.334488038,2.153514893 41.334407143,2.153542398 41.334451932,2.15331058 41.334532828,2.153299896 41.334536533,2.153039628 41.334627218))","39351767",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251280",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ39351767,,-0.421
"POLYGON ((2.138995346 41.308055191,2.139261052 41.30832137,2.138959553 41.308492478,2.13869386 41.308226298,2.138995346 41.308055191))","39979864",,Oficines,Edifici principal,,,"251283",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ39979864,,-0.428
"POLYGON ((2.138905752 41.307962436,2.138609983 41.308130298,2.138531386 41.308051551,2.138496928 41.308071101,2.137945484 41.307518645,2.13797993 41.307499095,2.137960099 41.307479219,2.138255866 41.307311368,2.138275698 41.307331234,2.138310156 41.307311684,2.138861625 41.307864166,2.138827167 41.307883716,2.138905752 41.307962436))","39979882",,Indeterminat,Edifici principal,,,"251284",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ39979882,,-0.428
"POLYGON ((2.149020531 41.326449314,2.148968605 41.326362458,2.149111914 41.326313794,2.149163838 41.326400741,2.149020531 41.326449314))","423","1",Instal·lacions de serveis,Edificació secundària o auxiliar,ET-4364,ET-4364,"250561",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ423,,-0.423
"POLYGON ((2.148675076 41.346794874,2.148730185 41.346767872,2.14874647 41.346786746,2.148691362 41.346813748,2.148675076 41.346794874))","39721427","1",Seguretat,Construccio Modular,Garita Control,Garita Control,"251282",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ39721427,,-0.423
"POLYGON ((2.168408452 41.357859337,2.168392853 41.357835624,2.168410631 41.357828997,2.16842623 41.357852709,2.168408452 41.357859337))","210","1",Seguretat,Edificació secundària o auxiliar,,,"250459",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ210,,-0.414
"POLYGON ((2.15298082 41.332754672,2.152967131 41.332732971,2.153042862 41.33270619,2.153056446 41.332727728,2.15298082 41.332754672))","3495456","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250635",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ3495456,,-0.421
"POLYGON ((2.156996043 41.34919206,2.15655225 41.348549273,2.156732463 41.348478532,2.157616219 41.348132082,2.15806002 41.348774866,2.157175897 41.349121496,2.156996043 41.34919206))","179","1",Magatzem,Edifici principal,MAGATZEM 4 CZF,MAGATZEM 4 CZF,"250438",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ179,21.4,-0.419
"POLYGON ((2.187169216 41.375449526,2.187104809 41.375468672,2.187078796 41.375418992,2.187139302 41.375401008,2.18714325 41.375408548,2.187147139 41.375407395,2.187156168 41.375424663,2.187152291 41.375425807,2.187162605 41.375445498,2.187166494 41.375444337,2.187169216 41.375449526))","9355071","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250799",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ9355071,,-0.404
"POLYGON ((2.142303881 41.336243182,2.142282338 41.336209063,2.142329657 41.3361914,2.142334813 41.336190088,2.142340315 41.336189768,2.142345686 41.336190259,2.142350807 41.336191648,2.142355439 41.336193844,2.142359465 41.336196757,2.142362408 41.336200111,2.142364389 41.336203999,2.142365173 41.336208059,2.142364879 41.3362122,2.142363393 41.336216152,2.142360716 41.336219825,2.142357209 41.336222952,2.142352874 41.336225442,2.142303881 41.336243182))","93","1",Seguretat,Construccio Modular,Garita Control,Garita Control,"250387",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ93,,-0.427
"POLYGON ((2.182391779 41.362691383,2.182344467 41.362708701,2.182311017 41.36265686,2.182358329 41.362639532,2.182391779 41.362691383))","16028990","1",Instal·lacions de serveis,Edificació secundària o auxiliar,C8 COM.,C8 COM.,"250835",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16028990,,-0.407
"POLYGON ((2.157111948 41.328355613,2.157191765 41.328335723,2.157255579 41.328481266,2.157209772 41.328492641,2.157175512 41.328501038,2.157111948 41.328355613))","15666810","1",Tallers,Edificació secundària o auxiliar,,,"250834",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ15666810,,-0.419
"POLYGON ((2.157209772 41.328492641,2.157236227 41.328553105,2.15697547 41.32861815,2.15694831 41.328556735,2.157209772 41.328492641))","15666780","1",Magatzem,Edificació secundària o auxiliar,,,"250833",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ15666780,,-0.419
"POLYGON ((2.182171652 41.362607635,2.18215597 41.362583338,2.182225863 41.362557739,2.182241544 41.362582036,2.182171652 41.362607635))","16029166","1",Instal·lacions de serveis,Edifici principal,ET,ET,"250837",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16029166,,-0.407
"POLYGON ((2.182295348 41.362632545,2.18226191 41.362580694,2.182309221 41.362563375,2.182342659 41.362615226,2.182295348 41.362632545))","16029002","1",Instal·lacions de serveis,Edificació secundària o auxiliar,G.E.,G.E.,"250836",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16029002,,-0.407
"POLYGON ((2.158933601 41.330905319,2.159213631 41.330835509,2.15924993 41.330918771,2.158969899 41.330988571,2.158933601 41.330905319))","16073886",,Oficines,Edifici principal,,,"250838",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16073886,,-0.418
"POLYGON ((2.134160756 41.32372476,2.134225679 41.323701811,2.13423835 41.3237222,2.134173427 41.323745123,2.134160756 41.32372476))","16119711","1",Instal·lacions de serveis,Construccio Modular,,,"250848",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16119711,,-0.431
"POLYGON ((2.18022811 41.36047167,2.180228843 41.36047418,2.180231963 41.36048475,2.180242868 41.360521839,2.180244439 41.360527156,2.180247546 41.360537735,2.180258463 41.360574816,2.180260034 41.360580141,2.180263153 41.360590739,2.180266261 41.36060129,2.180270687 41.360616347,2.180271398 41.360618784,2.18027251 41.36062253,2.180274643 41.360629778,2.180275417 41.360633846,2.18027539 41.360637899,2.180274574 41.360641965,2.180272934 41.360645952,2.180270556 41.360649647,2.180267477 41.360653039,2.180263781 41.360656057,2.180259516 41.360658621,2.180254816 41.360660695,2.180237712 41.360666951,2.180226891 41.3606709,2.180221815 41.360672413,2.180216495 41.360673339,2.180211063 41.360673661,2.180205615 41.36067337,2.180200294 41.360672476,2.180195266 41.360671026,2.180179293 41.360660617,2.180176196 41.360657757,2.180173052 41.360654871,2.180160087 41.360642933,2.18015803 41.360641036,2.180153346 41.36064275,2.180140386 41.360647486,2.180127427 41.360652231,2.180117746 41.360655774,2.180095058 41.360664071,2.180088548 41.360666456,2.180075588 41.360671192,2.18007548 41.360671236,2.180072841 41.360667137,2.180066544 41.360657373,2.180060246 41.360647609,2.18005396 41.360637845,2.180050829 41.360632977,2.180009912 41.360569497,2.180003614 41.360559733,2.179997352 41.360550015,2.17999746 41.36054997,2.17999752 41.360549953,2.180010468 41.360545208,2.180023427 41.360540472,2.180036339 41.360535754,2.180041612 41.360533819,2.180030811 41.36051706,2.180025381 41.360508626,2.179907967 41.360326441,2.179898514 41.36031179,2.179889637 41.360298018,2.17987798 41.360279929,2.179760566 41.360097743,2.179752345 41.360084984,2.179743468 41.360071211,2.179740864 41.360067166,2.179735423 41.360058732,2.17961801 41.359876547,2.179612569 41.359868104,2.179603691 41.359854331,2.179594814 41.359840558,2.179588434 41.359830641,2.179471022 41.359648464,2.179465581 41.359640021,2.17946062 41.35963232,2.179416349 41.359648516,2.179412831 41.359643041,2.179394549 41.359614681,2.179391183 41.35960946,2.179387477 41.359603704,2.1793786 41.359589932,2.179372338 41.359580213,2.179372303 41.359580168,2.17936604 41.359570449,2.179366017 41.359570404,2.179364422 41.359567933,2.179359719 41.35956064,2.179353457 41.359550921,2.179353434 41.359550876,2.179348614 41.359543392,2.179299468 41.359540322,2.179292846 41.359539229,2.179290094 41.359538516,2.179287176 41.359537577,2.179284214 41.359536412,2.179282146 41.359535451,2.17927932 41.359533927,2.179277457 41.359532769,2.17927504 41.359531041,2.1792733 41.359529605,2.179271871 41.359528271,2.17926983 41.359526077,2.179267818 41.35952345,2.179266471 41.35952127,2.17926491 41.359517971,2.179264001 41.359515163,2.17926322 41.35950878,2.179264223 41.35950223,2.179265116 41.359499696,2.179267284 41.359495523,2.179269329 41.359492682,2.17927283 41.359488978,2.179277997 41.359485033,2.179282295 41.359482623,2.17928679 41.359480718,2.179289371 41.359479854,2.179305318 41.359476211,2.179298809 41.359466121,2.179292547 41.359456394,2.179292512 41.359456357,2.179286226 41.359446593,2.179279929 41.359436829,2.179273667 41.359427111,2.179273643 41.359427065,2.179267369 41.359417347,2.179267346 41.359417301,2.179261084 41.359407583,2.179261048 41.359407537,2.179254786 41.359397819,2.17925775 41.359396984,2.179262641 41.359395911,2.179271608 41.359393939,2.179282264 41.35939179,2.179291419 41.359390054,2.17929952 41.359388562,2.179313525 41.359386221,2.179327659 41.359384115,2.179341862 41.359382235,2.179356097 41.359380597,2.17937039 41.359379195,2.179384715 41.359378027,2.179399073 41.359377093,2.179413452 41.359376403,2.179421992 41.359376131,2.179442309 41.359375735,2.179456727 41.359375748,2.17947113 41.359376022,2.179485458 41.35937652,2.179499831 41.359377262,2.179514178 41.359378238,2.179528497 41.359379448,2.179542777 41.359380901,2.179557019 41.359382578,2.179571198 41.359384508,2.179585314 41.359386662,2.179599368 41.35938905,2.179613359 41.359391672,2.179627251 41.359394527,2.179641069 41.359397607,2.1796548 41.359400921,2.179668408 41.35940445,2.179681931 41.359408212,2.17969533 41.359412199,2.179708608 41.359416401,2.179721775 41.359420827,2.179734796 41.359425469,2.179747683 41.359430325,2.179760424 41.359435388,2.179773018 41.359440666,2.179785455 41.359446151,2.179797722 41.359451841,2.17980983 41.359457728,2.179821769 41.359463821,2.179833562 41.359470129,2.179845066 41.359476579,2.179856423 41.359483263,2.179867502 41.359490214,2.179878279 41.359497425,2.179888742 41.359504886,2.179898879 41.359512605,2.179908691 41.359520557,2.179918152 41.35952874,2.1799273 41.359537191,2.179936003 41.359545783,2.179944416 41.359554662,2.179952385 41.359563654,2.179959993 41.359572869,2.179967204 41.35958227,2.179974006 41.35959184,2.179980459 41.359601623,2.179967415 41.359606394,2.179964917 41.359607304,2.179955249 41.359610847,2.179954408 41.359611156,2.179953303 41.359611554,2.17995362 41.359612042,2.180012103 41.359702787,2.18001242 41.359703275,2.179703927 41.359816159,2.180145655 41.360500016,2.180146605 41.360501491,2.18022811 41.36047167))","16120043","2",Estacio Maritima,Edifici principal,,,"250849",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16120043,,-0.408
"POLYGON ((2.158550745 41.329853812,2.158480577 41.329692856,2.158684915 41.329642248,2.158755083 41.329803195,2.158550745 41.329853812))","16073910",,,Edifici principal,,,"250840",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16073910,,-0.419
"POLYGON ((2.164229303 41.358298199,2.164266442 41.358273337,2.164283238 41.358287511,2.164246097 41.358312463,2.164229303 41.358298199))","411","1",Instal·lacions de serveis,Edificació secundària o auxiliar,caseta porta 27,caseta porta 27,"250553",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ411,33.9,-0.416
